Car_for_sale_Id,Manufacturer_Shortname,Model_Code,Other_Car_Details,Vehicle_Category_Code,Current_Mileage,Engine_Size,License_Number,Asking_Price,Date_Acquired,Registration_year
908,Raquel563,1669350967,38ZCF3N055YS6X,1575614220,32,FLI0WSMFPSYB5HKAL988,00177,STQYYIUJN76,1995-07-23 12:40:44.470000000,-1718080559
909,Andres920,1303197369,LNEREWW3C2PBPI3IO2,1153840380,22,2PFXZ1S,70913,IOSVKMZ6Z62J6T04N,1999-07-22 16:28:19.230000000,-1458039746
910,Neal812,-124130265,G7SV9W2,-336530624,22,,62136,BEW3Z2FJ0,1987-08-07 16:01:33.740000000,909739348
911,Mandi585,-720157943,9GSU5W72NI,-968901629,18,YSOVYJWW3S7YE,57681,3YBZFC57V3ZIZOHM,1982-01-31 01:55:09.490000000,-1142461427
912,Corey748,-1028702209,CE75M9Q,-1215129997,60,Q,99465,7S4IQ,1978-01-11 16:55:42.490000000,-1436332829
913,Lesley690,-906568125,XH2M,-1146610248,33,EU3HY61MDDW32WQTGCU6,78058,4V,2002-12-13 21:05:37.990000000,409979210
914,Guadalupe650,1555601427,PJGXTS5UCEMNK8J,1412084098,55,9J1EP5F,19046,8EOP,1956-02-24 13:01:05.830000000,1661232975
915,Colleen280,2091939107,HGG00Q8925LJ,2045175769,44,PNROXL7OGDRR2IKMST71,06892,1MS21U34TOS8,2015-07-28 20:02:55.060000000,-1320747702
916,Warren587,-283851018,407TI4MGA8VCS00KH2,-540054135,50,H13KD5A2391LK,46983,JTE8MDB8,1961-07-18 20:33:09.430000000,260159260
917,Leah417,641305221,6DF1LL9ZA6UN6LQ7EFT1,490638440,47,P4F5BJ4,12927,WPD37,1961-09-25 13:38:52.150000000,-1045613736
918,Alana328,273341069,XY77KO7P7OK3KDROYL,-10747830,29,,11594,N3QJ5NYW7LGSN2ZGPHA,2006-02-16 10:49:33.900000000,-1189372268
919,Hollie7,-314829445,94B9FKOR2SM5O0X8,-606496583,52,,21312,2E0SBE6A,1972-05-29 16:32:54.590000000,587593860
920,Bridgett625,1105960178,8U1X192IAKM8,900173179,40,FJRYELWXEN7LO4JGWMC,61047,2PXM0,1977-11-17 06:56:57.180000000,68341333
921,Fernando820,-273653005,,-530170370,35,Q5IUVIDOWI8H304TDC,00611,PX93WLW6N6K,2003-01-06 00:17:12.670000000,1718313522
922,Rachelle446,439954647,FTKSZMPSM,215209809,65,ID37XG,08413,5QF0WS,1956-12-25 02:27:51.930000000,-830091513
923,Clifford808,1197390443,W5,974513893,30,GALVMIMUB91W3W771V,09122,083X8RH,2010-04-24 19:50:40.150000000,1263629827
924,Gerardo044,-762873950,L,-992537770,26,PINZQ2KXURNY,50226,64VI5NL,2003-06-21 12:04:31.140000000,-2000319274
925,Erika362,-1711583727,V3N4CG3KB,-1772419685,35,ER1330VP,02422,IGDDZ67CMQP0JA,2010-01-27 01:13:45.440000000,296598986
926,Christine970,-2131958855,U8Q402J386B37YMP,-2132346064,28,8P,86441,S4ZZ8L00CFXP1RNF1JG,1964-10-01 05:02:00.430000000,889327791
927,Lynette845,1599986429,740WCHZEGZ3,1481189952,62,RH,20969,J,1955-06-03 10:36:39.600000000,-549873805
928,Damon130,32585916,3B99K4E,-230286429,31,SA52BIQKTAUT1LS,01771,FNU0RBI1G,2016-11-03 17:17:54.110000000,1247372505
929,Yesenia691,-2115241270,,-2082444118,19,NBGHBU440ZPUAX4YKB5,64958,W23D6NDPIF0Y2G6LYB,2017-08-19 10:06:11.490000000,-2010158602
930,Marc701,139439103,MTD1OF7,-133457471,50,LLM2O68S8,18451,H3CI9PC,1959-08-11 15:07:38.760000000,2127318228
931,Claude655,-1771948201,VPIM,-1812454390,37,U4251JAZXX511BTV,47622,7UOIAZTTZOA9E6QF4I,2001-06-05 23:31:16.560000000,1171138865
932,Serena278,-1808695761,WFABIQRQJ3FH5U2UMT8R,-1840935575,56,V6V8QF8H2PDT4L,25730,LEU6D7EZ1J,1987-08-24 07:43:34.290000000,1270528434
933,Alonzo466,-1937389060,KBNU,-1903058632,37,VS5KS4WKNLE7E,59072,TOTI5VTWQ,1953-10-13 04:56:35.400000000,-1080795595
934,Hope354,237729326,2SMK9L,-31880023,43,JA9SWDMCZ,33115,,1966-09-30 08:57:15.730000000,695035197
935,Hope876,339439946,,75365871,30,OTOYUW6SCT686836YL,23762,M6WO19ACXER8RQC,1971-05-08 02:00:41.630000000,373166743
936,Karen357,-816065923,FUZ9MN6X2QXKIK4X8V9,-1049225792,28,NB8UWIE4088QIT1V,36902,BBWZR9G,1995-02-28 00:03:00.010000000,385678852
937,Iris140,1666922095,8B,1574036468,20,,88904,MF,1956-11-21 07:07:05.130000000,-586503674
938,Grace939,950529980,NGTOZ3ZTUH2F8VD7KK,754048717,60,XPREMVKEA41P,42460,0V,1995-06-27 19:23:33.130000000,-2138239133
939,Wendi298,-139800823,IKP,-364828499,18,E04BSG,64691,8SICRO9O,1971-01-26 10:21:56.380000000,571940974
940,,-442428284,5HNPCEB4T3QBTS,-737082616,35,,72289,4OOM51F2RT7IKTYHC,1959-10-20 22:37:38.010000000,1921099292
941,Heather705,1645273408,,1527300446,19,GGS5,95340,12MDA,1967-11-05 00:35:58.160000000,667009903
942,Latoya874,-1210545748,T3X33F5W2VNPBETJ,-1408731128,33,33NF4D4R1,24789,C6ZQFYOEM6S,1971-11-08 21:34:00,1244689155
943,Alvin155,339732452,5,83980900,45,G,53866,2NBT6D37O2NYJV,1976-10-29 03:32:51.560000000,416460091
944,Donovan755,1175347699,6BENEIC,972313388,55,PD9I7A3AJTPDH9EY,36389,X8MJQE8AY1PN,1990-09-05 13:20:55.280000000,592500651
945,Teri364,-1667732675,BIJKFLC0FNM7PCR,-1693165149,33,H8Y92RH,74513,4TWE,1970-06-17 12:04:38.650000000,-1984276345
946,Kristie706,-1183393063,GQMSFA6,-1373348366,31,V0NKY,99801,NEPF7V8A2S9J16KJQ5ZN,1982-09-15 06:40:58.890000000,-1302372301
947,Lamar994,-277710988,N4SVFGILQ7TE,-532157247,34,3O323Q986PU0,20213,WUDCSGQA2U68XVGPI1Q,1978-01-23 22:43:51.760000000,-517325731
948,Paige916,-1028702209,A83YEEVBYX,-1215129997,62,DAXUY63JNIZNLS,28523,GCF0F0I39DNWRZ,1986-01-17 20:47:48.710000000,-1859795190
949,Kenya576,76273737,KR6,-171023485,40,C9FQ,91695,JB3E,1992-11-27 02:33:11.880000000,-1712855037
950,Marcella370,-473027555,VKT1B5X,-748065537,38,FMPE7B8D8,50647,IZ0Y3A3B3U84,1968-08-16 10:19:46.290000000,-1345320880
951,Grace383,1650392022,THLY50HIIC45IJ,1532513256,21,8E1H3FX5PEUTG54FHXG,71189,CLKFDWRXN1O69GY,1964-04-05 20:26:13.030000000,118199312
952,Lee801,825739034,1WB,639079563,57,WA,54103,XEFMBSHBHX4W7ZF5JN,2001-09-01 01:01:18.620000000,1592219767
953,Robbie454,-96727271,P6XBN9UP5DS3DDX9HSF,-334816845,41,GURLJNNXQBL9KL4PDE,02285,D74Y6NHUXBRT,1980-07-23 15:47:32.520000000,-925992824
954,Kenny688,869003612,AGFC7N,694987427,64,QBQL6J9RTAXC5Y9LMB,35072,576,1991-09-02 12:55:29.360000000,1342033608
955,Kari918,-409381023,4CQS5Z274W5XOABB5Q9Q,-701168760,54,DI2,20455,THXK48XFRUP,1992-02-07 06:23:56.350000000,-1907208004
956,Jeff771,835155590,L9C8,674998825,32,4IUWJTD83HS,27363,MJNM2KW,2000-08-16 21:49:10.770000000,1033892473
957,Wendy070,-285854252,MR8RL3Z9PCF,-543045435,63,TQ9L29VTM,34957,F8ZT,1973-12-19 12:38:56.560000000,-1511115174
958,Billie306,-1944573800,N3A5SDBU,-1917826141,26,YFAA,69709,J,1963-06-26 21:35:14.250000000,-115824769
959,Luz037,-1673666198,EZ59M,-1696329391,29,IDI1LOUL3BMQYG2TVCFG,16441,Q4BR0TZB1PU9Y7IESR7B,2008-04-14 12:41:23.070000000,-296835969
960,Melody345,709223911,X,557625637,40,CQ,50905,36RL,1973-05-23 03:12:53.130000000,-160729377
961,Clyde080,1334334402,J3DJODAZDA2YFLY,1196345116,42,3M8T,40907,DZKI4NK77BG3PT,1979-01-19 17:14:29.080000000,-1818640939
962,Kenny036,-1171175889,K2,-1355773239,53,JFM8SUVKF7VY46,23894,8LW7AXL,1963-03-29 07:23:23.070000000,1125307572
963,Margarita254,483343569,FLTV1DQ7S2HZ52069,258716389,31,FJXCKZ32VU55MRX,27811,U,1996-12-03 02:34:32.980000000,-1398144655
964,Lynn998,-2119167245,1ZQZ6F28WAT09PJSHNQ,-2096940730,37,,32013,1P88MXJ5PFZQIL6O,1992-12-12 01:20:40.460000000,443553703
965,Ronald655,131649323,B6X5IWVBXVFEPSI3,-142854628,51,1AJV0H5L78F,68611,07YO2,2005-03-02 16:30:17.180000000,313977400
966,Neal767,-266696035,GFDSSGFESTRF,-530130589,27,KIQ6GCJPV9BFDRENP,33901,NJHAJACS2QB2X,2013-06-08 18:11:35.200000000,741190213
967,Floyd395,-1080056553,LDG1QV1LH9JRB,-1284949860,41,TI8FXUMEF2RRDROW,95117,ZKEWXZDNH3B1L,1977-04-01 11:59:07.080000000,1959862771
968,Rosemary570,-1817759148,VEAH6FD07CFJPHRQ33VK,-1842741171,56,CEY6FD9JRY3H93,31232,LPWIZCKP5MZVDNX07,1989-03-16 12:08:22.250000000,-1626029036
969,Melvin789,-1126152882,2YN2N1TY5U1GFKZ,-1312410996,43,WYEXX4KWJ1,33966,8BSFS1Q2Z,2003-10-19 11:00:24.200000000,-251110345
970,Paige916,1200918359,BKZZK53M75,991796222,33,H,72604,1EZIO57CUT2LS9ERW2MQ,1973-05-31 19:59:55.050000000,1230566849
971,Marlon296,-816044889,TR6FVRRTG,-1045438854,48,4,01256,HVSS9,1957-08-28 13:26:04.300000000,1284555664
972,Kathleen654,130822080,FJDJ22I,-142902555,52,KR,22612,5XURXCJNQNH6,1985-03-30 18:15:19.030000000,1535409539
973,Israel842,1831664108,2AXR8RJVKOXU1,1753324452,28,G28Q1E4ZW5V,12557,GK5EGNJI004OF9AK,1988-01-23 00:27:37.510000000,-697129992
974,Kristie706,674470323,HH,515457573,34,W6Z9UECRZ,52527,7QFR1FZ159,1965-08-10 17:55:16.580000000,2086715164
975,Spencer117,723817935,,567499552,39,RIF5IWAEVEC0T096X,47772,MO4FWFA5BHC5QW4,1963-01-14 06:20:59.020000000,-1317165545
976,Rachel32,891638598,ZE6PNRJUW1MFI2L9,706728439,19,,08021,Q3,1984-02-29 02:43:12.670000000,2027436079
977,Marlene588,1586452138,VM2IEWZ63WLLK1VJU2,1472157020,37,X8F0,38410,3938GRRGE5,1999-02-25 22:55:00.370000000,-92172671
978,Hector958,-1954914682,7DM67EUH955U8SQMVX,-1924301728,40,4QIO9H7ZH9BQAWW8OH9H,62134,CADAWCWPS0Z481ULO,1972-08-20 06:29:44.860000000,-1328814598
979,Matt917,1114664358,KH6JKU,929136741,59,WCY0OHCY1YBHF0RD,62435,XI9,1986-01-04 23:59:52.480000000,2060395076
980,Krystal167,1513448452,9,1393900061,21,5E7CIJPI,37340,,1980-05-14 18:32:46.550000000,492904675
981,Earnest70,-1916778927,ZQVN0I1Q9GU4J,-1880939365,60,03,35980,5ZIGNO5,2005-09-07 06:18:08.670000000,-1632378304
982,Vickie976,-1199578723,P1X2CTTF0M6I,-1397290311,65,9Q5JS8DKO,49192,,1988-05-15 13:48:50.900000000,-209607462
983,Cindy292,1163427189,0U2B94IH,954855688,57,ZU0GBZ8V,74255,05,1976-12-08 14:44:42.230000000,199620689
984,Christi710,-1530113725,9HTQQZDE2,-1589313791,46,5U,60230,1RF0RZ1BH45U7L52LH,2002-01-03 23:46:25.190000000,1040079471
985,Toni449,1754147870,02HHMSLGJ,1677054066,47,CV9UDT9ITG9ER75YMSD,36388,WEM7BDW,2014-05-06 18:41:25.730000000,-904544497
986,Dylan018,-576516946,P9HIW0W65,-842339683,45,XKEC,28758,1M0332WTU9U5J8N,2018-10-04 22:29:57.940000000,-1224182061
987,Alison591,-694564082,Z1X6SF8M,-963479860,33,28P9Z4YP7EA9YV,08268,1TO82I2EDE9QFJ3MV,1960-02-01 15:56:01.770000000,30885559
988,Jodie442,-1679359108,T2MJMHJJCFIOOYXTZ0B,-1700248905,38,B6QJKMO3,16056,0OH01,1981-02-09 16:01:06.050000000,-1464617950
989,Sidney189,430055321,Q36,206046573,54,,97188,BSBS,1993-08-23 02:33:19.390000000,-11975412
990,Monique418,1318739290,IJZ5AP7KYDPH3PU0,1188061047,63,A83,79494,C3ORG,1989-09-20 04:11:30.860000000,92497936
991,Stacie306,-1005732751,GJQNVB2ZCSFWR,-1199579875,31,14RG,16077,HPN6IJMQPT5DB579R,1974-03-12 11:24:03.440000000,1143584291
992,Guillermo58,442078412,QWE13HD9N8XPA9,217625467,59,I,12565,YP1SVX96AN0AKZYC,2012-05-27 09:31:50.880000000,-2131315115
993,Brendan58,1982629344,Q95BH9JFLM8,1944604774,49,KJ8UCBOKSUOOWS,29162,X7KH4U9B,2006-03-14 06:42:10.060000000,2081498297
994,Karen357,-1730327052,6X,-1774020585,44,RTVSPD5VYQ,98028,,2016-09-04 07:09:03.260000000,-226866264
995,Joann059,-670244794,S,-928480336,59,5N3NUDFK0RXW79X4BZMK,23078,E0MJ2BFSR4PTPWC9Y,1999-10-01 05:23:08.940000000,-1739796460
996,Kari203,1306161797,71ZLOO,1159460865,32,ZJCYL4SXFO93B51G,00395,E86FY,1957-08-09 17:12:35.080000000,1863363117
997,Rose462,1956962570,JZ7W,1898664097,20,0B8BSQUWOIS8TVC6T,53963,A27RUURGW,1993-12-05 18:59:27.020000000,-1008218800
998,Karen026,-637790993,P60TIMJ9LA,-884930298,26,3QP98MNK3NSV3WN5Z,43246,U5N4,2002-11-17 02:12:11.110000000,1003117077
999,Erik889,-367584740,6GTFUL6BQG9I9AV1LDS,-643606649,22,BV6TI1WL0OLSXX,80700,Z,2004-07-04 20:50:38.100000000,2006791977
1000,Lena514,480558016,2NXVG82NBD,250309914,23,ZXQGQ2MO8M,28795,777W4HN4UVKXQZZ229,1976-01-08 17:53:03.450000000,-843844751
